DATE,X200004,X200012,X215451,X214517,X200019,X200023,X200031,X200034,X211592,X205784,X200035,X200040,X200056,X200058
1979-09-25,0,17.117,0,0,0,13.163,25.908,32.196,18.576,17.079,15.301,4.955,15.427,17.652
1979-09-26,0,8.75,0,0,0,10.314,18.76,21.363,0,0,0,46.862,24.701,31.442
1979-09-27,0,6.858,0,0,0,7.533,12.075,11.085,0,0,0,0,8.339,12.544
1979-09-28,0,6.839,0,0,0,5.184,0,2.569,0,0,0,0,8.032,4.558
1979-09-29,0,4.535,0,0,0,0,12.031,12.2,5.228,9.479,18.311,2.42,9.203,14.415
1979-09-30,0,7.713,0,0,0,6.845,3.793,2.423,6.097,3.801,15.03,0.288,16.595,19.464
1979-10-01,0,112.829,0,0,0,87.782,5.184,0.01,7.709,9.581,1.564,0,3.954,11.129
1979-10-02,0,0.966,0,0,0,5.711,14.271,23.256,0,0,0,4.066,12.866,13.494
1979-10-03,0,4.95,0,0,0,0,27.005,31.413,0.513,0,3.222,8.819,22.561,23.224
1979-10-04,0,19.781,0,0,0,16.652,21.591,19.068,0,0,0,2.555,5.383,8.221
1979-10-05,0,8.262,0,0,0,0,0,0,11.239,12.747,12.289,0,0,0
1979-10-06,0,0,0,0,0,0,0,0,7.621,0.921,3.805,5.892,0,0
1979-10-07,0,12.72,0,0,0,10.849,5.784,0.012,11.818,14.432,19.044,14.251,9.024,13.788
1979-10-08,0,14.038,0,0,0,12.177,18.847,4.7,12.345,16.031,21.13,23.318,0,0
1979-10-09,0,14.3,0,0,0,14.216,0,0,0,0,0,3.504,13.479,14.891
1979-10-10,0,26.476,0,0,0,23.084,0,0,9.7,13.778,11.51,0.073,7.111,9.84
1979-10-11,0,19.795,0,0,0,14.412,0,0,1.877,0,0.016,7.233,0,0
1979-10-12,0,10.127,0,0,0,8.435,23.573,25.029,5.351,8.721,15.303,4.743,11.807,12.926
1979-10-13,0,36.612,0,0,0,33.531,1.351,13.671,9.53,8.105,12.371,6.358,0,0
1979-10-14,0,6.907,0,0,0,6.632,39.834,42.076,11.962,11.56,8.573,0,22.608,20.09
1979-10-15,0,10.587,0,0,0,8.749,32.505,33.218,0,0,0,2.721,19.471,21.625
1979-10-16,0,10.204,0,0,0,7.831,15.83,18.133,3.073,8.836,1.608,0,0,0
1979-10-17,0,0.05,0,0,0,0,0,0,0,2.742,0,0,0,0
1979-10-18,0,9.265,0,0,0,7.561,6.929,16.478,0,0,0,0,17.92,14.942
1979-10-19,0,16.47,0,0,0,11.62,50.194,42.563,4.355,2.371,10.162,6.675,22,25.614
1979-10-20,0,9.52,0,0,0,10.828,31.267,26.991,0,0,0,10.916,22.494,28.576
1979-10-21,0,9.5,0,0,0,8.98,26.601,26.527,0,0,0,5.812,10.273,3.376
1979-10-22,0,1.566,0,0,0,0,0,0,0,0.267,0,2.807,0,0
1979-10-23,0,0,0,0,0,0,11.284,13.448,8.299,10.714,11.044,3.524,14.21,15.495
1979-10-24,0,12.364,0,0,0,12.765,20.348,4.259,17.04,14.852,17.561,10.368,7.092,0
1979-10-25,0,8.133,0,0,0,7.073,22.461,28.801,22.025,19.69,16.471,3.51,8.992,12.851
1979-10-26,0,1.187,0,0,0,0,0,0,2.72,0.658,4.678,3.771,0,0
